@TheOfficialSBI @arunjaitley @RBI plz make it sure that bank can nt use others  unsigned I'd for conversion of blac https://t.co/dcWSPAZB0n,miscellaneous,
"@TheOfficialSBI your customer care a 'big bakwaas'. If you really bother, Plz call me at 9650054192 which is registered in my kids Acc. ..",displeasure,
@ICICIBank_Care your executive called me and suggested to deactivate i safe if emergency to me.see below even i can https://t.co/iDDcq6GgUx,miscellaneous,
"@HDFCBank_Cares because of your incorrect rep, i m charged late payment, getting harrassing reminders and will be charged a hefty interest..",displeasure,
@HDFCBank_Cares Why Are You Harassing People Like @sowmyarao_ And Committing Contempt Of Court? Stop This Nonsense Immediately.,displeasure,
@ICICIBank_Care : Unauthorised transaction of rs.16304 done from ICICI account https://t.co/3bfn23oqBZ,miscellaneous,
@AxisBankSupport Bloody Rascals and Frauds !,displeasure,
Great service has provided by @ICICIBank_Care @ICICIBank  for exchanging 500 and 1000 denomination. They are working hard and off days,compliment,
@HDFCBank_Cares seriously unacceptable the kind of revert I got on the mail.. I want an immediate action else cancel my card,displeasure,
@TheOfficialSBI Premature withdrawal of PPF a/c modified by Finance Ministry on 21.06.2016 not implementing by ur Kandukur-00854 branch.,displeasure,
@KotakBankLtd Sorry arrogant staff. No help. People are waiting.,displeasure,
@TheOfficialSBI reply meeee please,miscellaneous,
@HDFCBank_Cares i just want information on ur offer w.r.t. regalia first n payzap.. why do u need my information?,miscellaneous,
@KotakBankLtd absolutely u all r doing great work. Thank u,compliment,
@ICICIBank_Care Ur incompetent staff of Chennai Annanaagar VI Main Rd Branch ignorant of basic banking procedure. even school kid knows.,displeasure,
"Just withdraw Rs10k from @AxisBank #kaushambi branch. Helpful staff, guidance. Bank staff in bank like  soldier at border.@AxisBankSupport",compliment,
"@HDFCBank_Cares kindly provide some additional teller to ur EPIP branch,Bangalore. only 1 teller - and big queue. Manager is rude with cust",displeasure,
@HDFCBank_Cares will ATMs be operational from 12AM?,miscellaneous,
@ICICIBank @ICICIBank_Care @chandakochhar are fooling customers with useless sms wherein they stop customers enteri https://t.co/iVhdwsCn36,displeasure,
@anuyeaah @HDFCBank_Cares @ICICIBank_Care @YESBANK @StanChart @bankofbaroda while you're at it... also some drinking water for the long Q,miscellaneous,
@TheOfficialSBI Best vise..maem and congratulations SBI,compliment,
@AxisBankSupport Money depositing  machine kept off.Reason best known to them,displeasure,
@udaykotak @KotakBankLtd I met 3 manager level staff at branch who I do not want to name..  but highly unprofessional approach..,displeasure,
"@ICICIBank_Care its been more than a month still my credit card application 6077854522 is in process,? customer care do not call back :-(",displeasure,
"RT @alhaz_sidhva: @bankofbaroda Thank You #BOB
@imVkohli Ne Uske #Bob Account mai Mera Number Dia Hai..
We Love You Kohli  https://t.co/uy",miscellaneous,
"@ICICIBank_Care @ICICIBank @Citibank @Citi @AskCiti still No #Cash in your #ATMs , #frustrated #CurrencyExchange . No intention to help???",displeasure,
"@TheOfficialSBI 
I'm in Maninagar, Ahmedabad. 
No Cash in Atm. 
Please Sort out this.",displeasure,
"@AxisBankSupport plz fine tune the precise information about cash deposit machines 
1) in google result https://t.co/r8mob4yP19",miscellaneous,
"@HDFCBank_Cares , We waited for new currency till 5PM , had to return without any support from U",displeasure,
Absolutely !! Thank you @HDFC_Bank @HDFCBank_Cares https://t.co/kYLRjBfdbv,compliment,
"Thank you @KotakBankLtd 
Although it took me two hours to get in the bank, but I got 100 rupee notes from the cashier. I'm gonna survive.",compliment,
"@PMOIndia @narendramodi @RBI @HDFCBank_Cares @HDFC_Bank when will ATMs reopen??? Pocket empty, no cash , need to withdraw ??",displeasure,
@HDFCBank_Cares @ICICIBank_Care @UnionBankTweets None of the stand-alone ATM have cash in the machine. 400095 #disappointed #Fail,displeasure,
"@FinMinIndia @arunjaitley @TheOfficialSBI @RBI issue guidelines 2 banks, sep Q 4 teller(depo/w/d),low deno ex,new notes,ladies n sn.citizens",miscellaneous,
@TheOfficialSBI yet SBI Bamhani Mandla M.P. not opened https://t.co/Zci0iNNycc,displeasure,
@ICICIBank_Care I hope to have a communication from concerned branch Mgr or someone. It cant end like this. Thank you,displeasure,
".@TheOfficialSBI install 7,070 more #ATMs; to be equipped with anti-fraud security solutions https://t.co/wmAis9b8zZ via @Kashmir_Monitor",miscellaneous,
RT @madhu_sahoo: The service of @TheOfficialSBI is completely an eyewash! They need miles to go as far as d services of pvt banks are conce,displeasure,
@TheOfficialSBI SBI main branch Hisar not giving new currency and give excuse new currency not  reached to us.,displeasure,
"@narendramodi @RBI @AxisBank @AxisBankSupport what type of thing is itFrom 10/11/16
Till date axisbank jamuria branch havnt exchnge ny money",displeasure,
@TheOfficialSBI send mail to Twitter@sbi.com no answer,displeasure,
RT @TheOfficialSBI: #SBI reached 5 million #videoviews on its #YouTube channel. We value your patronage. https://t.co/i2xWH5wL0M https://t.,miscellaneous,
"@HDFC_Bank @HDFCBank_Cares #Pathetic #Senseless banking, what's the point of changing ATM password in midst of a tr https://t.co/fU9bQMvOJP",displeasure,
"@TheOfficialSBI it's crisis like situation and banks nt ready. mere extension of working hrs will not pay dividend.
@RBI",displeasure,
"@parikshitkmr @AxisBankSupport Hi, due to heavy traffic on withdrawals you may find some of our (1/2)",miscellaneous,
@princesurana @TVMohandasPai @ICICIBank_Care @spsurana @ArvindKejriwal lucky,miscellaneous,
"@ICICIBank_Care no work is being done at West Jyoti Nagar Branch Delhi, neither they are changing currency nor depositing cash in account",displeasure,
@TheOfficialSBI I am struck on the same page for few minutes &amp; then website suggests me to re-login. Spoke to your Customer care but no use,displeasure,
"@HDFCBank_Cares @HDFC_Bank don't know the account no. , but it is attached to my mobile no. 7737605005",miscellaneous,
@TheOfficialSBI i have been standing at the same spot to exchange just one 500 rupee note. You have reached a new level of inefficiency,displeasure,
@FinMinIndia @TheOfficialSBI the SBI online is down. Cannot use it for wallets and other services. The time we need the service most is gone,displeasure,
@TheOfficialSBI hi sir pls. proved ATM facility under branch 12559. now that time branch provider ATM are to . plz. install in main market.,miscellaneous,
@ICICIBank @ICICIBank_Care As I observed icici bank is givinv worst service among all. Most of icici atm running out of cash.,displeasure,
Amazing functioning @HDFCBank_Cares Jaipur. Smooth operations that too with a smile,compliment,
@TheOfficialSBI branch counter has been closed at 4 pm,miscellaneous,
"@TheOfficialSBI can i use my sbi debit card in my village, and all the problems is only in sbi branches, no exchange",miscellaneous,
"@monstermanojit @thehindubiz @TheOfficialSBI @the_hindu 
SBI couldn't check ATM frauds, forget this",displeasure,
"@TheOfficialSBI SBI ATM 24 hours closed in Rohini,Delhi. Wow what great service.",compliment,
"NCR Corporation bags largest #ATM order from @TheOfficialSBI over 7,000 machines https://t.co/fpqMtARNeO  via @EconomicTimes",miscellaneous,
"@KotakBankLtd mayur vihar phase i , branch opened at 9.30 in delhi -110091. only 2 counters stood for 2 hours.",displeasure,
@ICICIBank_Care @PMOIndia @RBI Is Gurgaon sector 46 not prominent location. they operating 10 to 5 PM.,miscellaneous,
"@HDFCBank_Cares incessant calls from customer care for a slight delay in credit card pymt, despite mentioning the reason. Shame on you",displeasure,
@TheOfficialSBI I have found that my PPO is with CPPC chennai since 14 Oct 16. Could you please direct CPPC chennai to fwd to my branch.2/2,miscellaneous,
@KotakBankLtd so you blocked my mentions so I cannot tweet my experience,displeasure,
Cashiers write numbers on currency notes plz instruct not to do so @TheOfficialSBI @bankofbaroda @IDBI_Bank #DoNotWriteOnCurrencyNotes,displeasure,
"@centralbank_in @TheOfficialSBI @HDFC_Bank @AxisBank 
All the Atms in Puri Nr Jagannath Temple are closed why...? https://t.co/vewu0ID2LJ",displeasure,
@AxisBank @AxisBankSupport have been rcv confidential Demat stmts for some client of yours. Gr8 way to care about privacy.,compliment,
@bankofbaroda worst service for money deposot,displeasure,
RT @DipakKhuthia: Thank you @HDFCBank_Cares I went Mulund East branch very feel good experience they serve tea /coffee water &amp; chair @naren,compliment,
@HDFCBank_Cares been 10days.no response yet.regalia n classic customer gets this kind of support.Huff. Disappointed.Never expected this hdfc,displeasure,
@AxisBankSupport Your application team says they have submitted to bank and bank says they have no record. Who is lying?,displeasure,
@TheOfficialSBI what about no cash in your ATMs?,displeasure,
@TheOfficialSBI @SBICard_Connect  Why NetBanking is Denied ???? #Trouble can't do any transaction want to book my t https://t.co/97XG52hlxF,displeasure,
"@HDFCBank_Cares @HDFC_Bank please stop spamming my phone n email asap
thanx",displeasure,
@bainjal @TheOfficialSBI u wer just waiting for these instances to pounce!,miscellaneous,
"@faizanshaikh4u @AxisBankSupport Hi, sorry for the trouble. Please share the (1/2)",displeasure,
"@TheOfficialSBI @abndnkmtr Why Hindi?Why English?Why not Kannada?Providing services to customers in their language is ur duty,not an option!",displeasure,
"@TheOfficialSBI  In Jalvihar Colony,Samaspur road Sec-46 GURUGRAM your ATM not working for 24 hours, please send someone.",displeasure,
"Banks Hail PM Modi's Decision To Ban Existing 500 And 1000 Notes
https://t.co/NeyvS0XoGP
@WorldBank https://t.co/cr3wxdRmcA",miscellaneous,
@HDFCBank_Cares Does anyone respond ? Why no cash in ATMs at Jogeshwari East Branch in Mumbai ?,displeasure,
@TheOfficialSBI is it too many rumors spread by this guy or true? @mediacrooks @RBI @FinMinIndia @narendramodi https://t.co/m6XPQoJWbQ,miscellaneous,
@KotakBankLtd Thanks for finally bringing this much needed feature. Great job!,compliment,
"@AxisBankSupport When will you reduce the HL interest rate...
Now that other banks have done...
Repo rate was cut by RBI last month #delay",miscellaneous,
@arunjaitley @HDFCBank_Cares Pl keep bank open from 8 to 8 for Thursday n Friday n on Saturday full day.,miscellaneous,
RT @TheOfficialSBI: @Khoslarajat10 Any inconvenience caused is regretted and we request you to kindly bear with us (3/3),miscellaneous,
@KotakBankLtd but employee are telling him that this. Id is already used by another,miscellaneous,
"@ICICIBank_Care Bt the team wil do nothing
Non sense you guys have made.
U wasted my time I spent in queue and then Ur failure on compliance",displeasure,
"@TheOfficialSBI I have given you lead, now the bank should work with the Police and nab such gang, to secure customers",miscellaneous,
"@RBI @TheOfficialSBI 
Please get the ATM's working by Monday at the latest. Else it will be a total mess.",miscellaneous,
"@TheOfficialSBI I have tried in internet banking as well as on ATM,sent signed letter to branch over mail,but not done ....hopeless banking",displeasure,
"Sir @arunjaitley @FinMinIndia @HMOIndia @TheOfficialSBI @RBI plz
@PMOIndia @narendramodi 
 open following link
https://t.co/JHgVNlxgLH",miscellaneous,
@KotakBankLtd @udaykotak  From yesterday till now I have made 18 to 19 calls to call centre but still problem is note getting resolved,displeasure,
"@AxisBank @AxisBankSupport In this of chaos, not okay to differentiate btw Privileged and Prime type customers.",displeasure,
@TheOfficialSBI None of State Bank ATMs in our area are working. Thanks to ICICI bank ATMs which are dispensing cash. State Bank is great,compliment,
#digital @narendramodi boldest move  modern India @paytm @TheOfficialSBI every financial institution Nd law abiding citizen day to celebrate,compliment,
Congratulations &amp; Best wishes to @TheOfficialSBI chief Ms Arundhati Bhattacharya for same.. https://t.co/5wvMLQNOZS,compliment,
@ICICIBank_Care what crap..let it be..you keep wasting time.. @chandakochhar maybe you can read this and do something..,displeasure,
"@KotakBankLtd dude, dont make promises if u can't fulfill then, the a legit company not a kindergarten kid...",displeasure,
@HDFCBank_Cares if such is your service I am not going to use them. Thanks. I am glad blue dart didn't deliver the package.,displeasure,
"RT @ICICIBank_Care: @rituraj_prht Hi, we regret the error ! Thank you for highlighting this to us.",miscellaneous,
I do criticize him for his inaction. With him for the actions against blackmoney. @KotakBankLtd there was a man and few lady at your 1/2,displeasure,
@bankofbaroda official handle of BOB:: Not even handle my single tweet,miscellaneous,
RT @ConXerv: @ConXerv organizes Debate competition in collaboration with @TheOfficialSBI  Public Participation In Integrating And Eradicati,miscellaneous,
@RBI @TheOfficialSBI @ICICIBank @arunjaitley RBI's website says Monday is holiday for banks. Why has this not been changed yet?,displeasure,
@KotakBankLtd I went to almost 10 ATMs of Kotak not a single one is working.,displeasure,
@bankofbaroda @ArunArungupta05 location is operahouse branch of baNk of baroda.,miscellaneous,
HDFC has got very poor online insurance platform. A pain for consumers. Should be avoided. @HDFCLIFE @HDFCBank_Cares @HDFC_Bank,displeasure,
"@ICICIBank_Care response
Please look in to the matter",miscellaneous,
@ICICIBank_Care Call Nanganallur Branch 100 account holder went all should be in same line. Spoiling govt name is unacceptable le,displeasure,
"@ICICIBank_Care @ICICIBank  @CKforCleanIndia  Hi, it's really frustrating not 2 get any kind of updates. Either you need to resolve this 1/2",displeasure,
@TheOfficialSBI @SushmaSwaraj 2) Please provide assistance. I don't want to lose my hard earned money. Thanks a lot for your time!,miscellaneous,
@KotakBankLtd Kotak bank is very fraud bank. deducting balance without any reason please don't open account in Kotak,displeasure,
RT @Sn3haAgrawal: ATMs of @KotakBankLtd and @MyIndusIndBank give you option to chose your own denomination. Try locating your nearest ATM.,miscellaneous,
@TheOfficialSBI @BJP4India @narendramodisbi why your netbanking is not working @TimesNow,displeasure,
@bankofbaroda India's International Bank https://t.co/EocalSxjIS,miscellaneous,
@TheOfficialSBI SBI bijwasan delhi 110061 manager shut down bank before 5:00pm as said 8:00 pm on tv.we want strict action against mangar.,displeasure,
"RT @imTejasBarot: Noted, will surely apply whenver there's an opening in @TheOfficialSBI  https://t.co/hrtlJEnM3q",miscellaneous,
"@ICICIBank_Care poor administration show continue in your Kharadi branch... Only waight waight,.....",displeasure,
"@HDFCBank_Cares I know you won't care, but it's common sense to have two different queues for withdrwl n dep at Hinjawadi br #hdfcbanksucks",displeasure,
@HDFCBank_Cares I have been trying to get in touch with your customer care since ages. Please let me know who will address my issues?,displeasure,
RT @Max_Gupta: @KotakbankLtd Efficient management of the entire cash exchange process at Kotak Koparkhairane Navi Mumbai branch highly supp,compliment,
"@narendramodi @arunjaitley @TheOfficialSBI
Presently if amount is say10K, it will b either all 500 bill OR only five 100 bill +rest 500 bill",miscellaneous,
"@TheOfficialSBI Once again,this is not related to cashflow. The ATM machine itself is defective. One of the buttons don't work at all. (1/2)",displeasure,
"@ICICIBank @ICICIBank_Care respect  all staff in handling things. ur customer service was awesome. pls inform the staffs of the branch 
&lt;3&gt;",compliment,
@KotakBankLtd Thanx for letting me know dat ur bank do not entertain opening small business bank accounts #badexperince #disappointed,displeasure,
"@KotakBankLtd @udaykotak your ATMs have not opened for a single day ..and branch says they dnt knk kab khulega
Malad west link road branch..",displeasure,
".@Bankofindia_BOI Even @HDFCBank_Cares (Mumbai Central) has stopped giving cash, only allowing deposits for the day https://t.co/4eTQl5ntYH",displeasure,
"@HDFC_Bank @HDFCBank_Cares your ATM servers are down in Vk, delhi. This is just ten mins after ATM was loaded with cash... kindly see",displeasure,
@HDFCBank_Cares U guys are most systematic so far..so is JnK bank..,compliment,
"@TheOfficialSBI Most of them are now cashless, how long will you take them to refill?",displeasure,
@ICICIBank_Care i have opened my kid's account. But i cant login into it. Your service is as horrible as it always was!,displeasure,
RT @TheOfficialSBI: @rajatguleria9  at any of the two branches involved.(3/3),miscellaneous,
@AxisBankSupport I have already generate the complain No. 4760354. So pls do the needful. I have already try this link for complain.,displeasure,
@ICICIBank @TheOfficialSBI Let the recalibration of ATM's done later. Sort initial issues run ATM's 24/7 with 100's remove burden on emply's,miscellaneous,
@TheOfficialSBI @Cybercellindia Please take necessary action. Else this is grow up in a big way. Aged and illiterate will fall prey for this,displeasure,
@ICICIBank_Care @ICICIBank How the hell can you guys just block a debit card out of nowhere ? It's happening for the second time !,displeasure,
"RT @pandeypankaj20: @HDFC_Bank @HDFCBank_Cares, more than 90 days, but still not getting any response on credit card dispute complaint eith",displeasure,
"Why still bank ATM'S r not working.When @narendramodi Has announced
@arunjaitley @RBI @TheOfficialSBI @ICICIBank @HDFC_Bank @AxisBankSupport",displeasure,
Appeal to govt bank employees plz dont go for long lunch hours as u usually go  @TheOfficialSBI @FinMinIndia @arunjaitley,miscellaneous,
"@monstermanojit @the_hindu @RBI @TheHindu @TheOfficialSBI  claims no money for withdrawal here in vishwranthwadi, Pune",miscellaneous,
@AxisBankSupport today i visited your malviya nagar branch newdelhi for exchange of 500 notes for 4000 but manager denied and said pan used,displeasure,
@TheOfficialSBI  if you can provide service only in english and hindi then why don't you close sbi in non-hindi areas.. #boycottsbi,displeasure,
@UPI_NPCI Hope @HDFC_Bank and @TheOfficialSBI (2 of Top 5 Banks) will soon onboard the #UPI wagon.,miscellaneous,
@TheOfficialSBI Contact centre unable to provide help on state bank achiever (prepaid) card. Standard reply - contact card issuing branch?!!,displeasure,
Today is 11 but it seems that @AxisBank is using different time zone. None of there ATM are working.@AxisBankSupport any reason,displeasure,
@HDFCBank_Cares tired of calling Helpline people no Help provided instead asking to call someone and give them money instead offree service,displeasure,
@TheOfficialSBI complaint tkt no.PT9992226620808 stil unresolved after 6 working day.ny time frame fr complaint resolution,displeasure,
@TheOfficialSBI Been more than 24 hours but still they don't register my complaint .,displeasure,
@HDFCBank_Cares @HDFC_Bank @HDFCBank_Cares @BlueDartTweets I won't be responsible for any misuse of the card as thi https://t.co/XxmZ3DMEDo,miscellaneous,
"Shame @TheOfficialSBI, submits pan card for account opening, you people don't even update it, when asked u call us to local branch.",displeasure,
@bankofbaroda no reply from customer care as well on the grevienace.,displeasure,
"RT @Jinaymodi: A customer is the most important visitor on our premises
by #MahatmaGandhi 
make this line true by @bankofbaroda #Ahmedabad",miscellaneous,
"@ICICIBank_Care your CC didn't pick calls..
please look it in the matter ..i have enough balance at that time.",displeasure,
@ICICIBank @ICICIBank_Care after how many days cash back comes in account?,miscellaneous,
"@ikhan0784 @AxisBankSupport Hi, thank you for bringing this to our notice. Please share the exact location (landmark/ place) of the(1/2)",miscellaneous,
@bankofbaroda no female or senior citizen in queue. Well done Sardarshahr (District churu Raj) Brance. Really appreciate it. ,compliment,
"@ICICIBank_Care @ICICIBank @RBI Dear ICICI bank , please don't mislead people by sending message that ATM are working.",displeasure,
RT @HDFCBank_Cares: @lagerfortwo Thank you for your valuable feedback. Will ensure it reaches the concerned team. -Manoj,miscellaneous,
@ICICIBank @ICICIBank_Care @chandakochhar Pl STOP sending useless sms fooling customers when u do not allow custome https://t.co/iql1oA97BD,displeasure,
@ICICIBank_Care @SMahankali plz check dm .. sent the details,miscellaneous,
@ICICIBank_Care sir currency exchange service totaly stopped in ur DABRA Branch &amp; staff also misbehaving with customer. do the needful @RBI,displeasure,
@TheOfficialSBI It's 6.15 AM no ATM is working in the city ujjain.This is 12th I visited so far since midnight.Pathetic,displeasure,
"@HDFCBank_Cares ,@HDFC_Bank @tejinderbagga . True. ! Big thanks to HDFC staff at ITPB-Bangalore. Seen Managing supe https://t.co/D0ZqajJmCj",compliment,
"@KotakBankLtd Thnx for revert me. Not issue, it's my point of view and how Kotak expand more. My contact no. is 09310245894.",miscellaneous,
RT @mildwave: Just visited @KotakBankLtd. Not much of a rush. The staff was cordial and helpful.,compliment,
@ICICIBank_Care do you remember your marketing about privilege banking? Abandoned when required the most!! @icicibank #fail,displeasure,
"@TheOfficialSBI
is it ur preprtn for #DeMonetisation??
its jst 4.30 n SBI Bank closed in jharkhand,dhanbad-matkuria https://t.co/QRnSguDqmo",displeasure,
RT @loosebool: Thanks @ICICIBank_Care  !! But I don't need that much money  https://t.co/zOCgde86Cd,miscellaneous,
@bankofbaroda 5. One should not Wear Helmets.,miscellaneous,
@HDFCBank_Cares  its happening at various branches across Delhi and Gurgaon,miscellaneous,
"@RashtrapatiBhvn Respected Sir,@TheOfficialSBI cash deposit charges on payments to bank illegally as no other bank charges PLZ order abolish",miscellaneous,
@TheOfficialSBI First update money in all atm centres in all over india. People are suffering so much,displeasure,
"@TheOfficialSBI sir highly mismanagement is there in Shahdol SBI,lot of ppl lost money cause of money stuck in atm https://t.co/6j1FFPmWOf",displeasure,
"@TheOfficialSBI  Sbi keshav puram branch no management, the officials are doing nothing here",displeasure,
@TheOfficialSBI Thanks for the info :),miscellaneous,
@TheOfficialSBI When Are The Atm's Going To Open,miscellaneous,
@TheOfficialSBI What is the current business hours of SBI Branch at this time.,miscellaneous,
@TheOfficialSBI latest update  ?? Saturday and sunday .??? Open ???,miscellaneous,
"@TheOfficialSBI ATM opposite sbi,VIP estate branch , Raipur Is not dispensing money.Condition is bad.Branch is very crowded.",displeasure,
"@TheOfficialSBI No response on mail or even i call center also. Grievance escalation team also not responding.
#SbiLoan",displeasure,
"@TheOfficialSBI wht abt d pln ur stf membr have wid d family 4 vacation aftr yr 2001, is It  all is for public convenience??  #leaveRefused",miscellaneous,
